"","Var1","Freq","type","freq","ethnicity"
"222","36",9,"deletion",0.00364520048602673,"C"
"223","37",10,"deletion",0.00405022276225192,"C"
"224","38",6,"deletion",0.00243013365735115,"C"
"225","39",14,"deletion",0.00567031186715269,"C"
"226","40",21,"deletion",0.00850546780072904,"C"
"227","41",22,"deletion",0.00891049007695423,"C"
"228","42",19,"deletion",0.00769542324827866,"C"
"229","43",17,"deletion",0.00688537869582827,"C"
"230","44",18,"deletion",0.00729040097205346,"C"
"231","45",133,"deletion",0.0538679627379506,"C"
"232","46",12,"deletion",0.00486026731470231,"C"
"233","47",4,"deletion",0.00162008910490077,"C"
"234","48",8,"deletion",0.00324017820980154,"C"
"235","49",487,"deletion",0.197245848521669,"C"
"236","3",58,"duplication",0.0234912920210612,"C"
"237","4",311,"duplication",0.125961927906035,"C"
"238","5",11,"duplication",0.00445524503847712,"C"
"239","6",22,"duplication",0.00891049007695423,"C"
"240","7",12,"duplication",0.00486026731470231,"C"
"241","8",10,"duplication",0.00405022276225192,"C"
"242","9",17,"duplication",0.00688537869582827,"C"
"243","10",50,"duplication",0.0202511138112596,"C"
"244","11",6,"duplication",0.00243013365735115,"C"
"245","12",63,"duplication",0.0255164034021871,"C"
"246","13",37,"duplication",0.0149858242203321,"C"
"247","14",12,"duplication",0.00486026731470231,"C"
"248","15",20,"duplication",0.00810044552450385,"C"
"249","16",11,"duplication",0.00445524503847712,"C"
"250","17",59,"duplication",0.0238963142972864,"C"
"251","18",13,"duplication",0.0052652895909275,"C"
"252","19",9,"duplication",0.00364520048602673,"C"
"253","20",21,"duplication",0.00850546780072904,"C"
"254","21",24,"duplication",0.00972053462940462,"C"
"255","22",266,"duplication",0.107735925475901,"C"
"256","23",17,"duplication",0.00688537869582827,"C"
"257","24",11,"duplication",0.00445524503847712,"C"
"258","25",38,"duplication",0.0153908464965573,"C"
"259","26",12,"duplication",0.00486026731470231,"C"
"260","27",8,"duplication",0.00324017820980154,"C"
"261","28",13,"duplication",0.0052652895909275,"C"
"262","29",10,"duplication",0.00405022276225192,"C"
"263","30",22,"duplication",0.00891049007695423,"C"
"264","31",37,"duplication",0.0149858242203321,"C"
"265","32",17,"duplication",0.00688537869582827,"C"
"266","33",22,"duplication",0.00891049007695423,"C"
"267","34",12,"duplication",0.00486026731470231,"C"
"268","35",55,"duplication",0.0222762251923856,"C"
"269","36",11,"duplication",0.00445524503847712,"C"
"270","37",24,"duplication",0.00972053462940462,"C"
"271","38",8,"duplication",0.00324017820980154,"C"
"272","39",11,"duplication",0.00445524503847712,"C"
"273","40",36,"duplication",0.0145808019441069,"C"
"274","41",50,"duplication",0.0202511138112596,"C"
"275","42",35,"duplication",0.0141757796678817,"C"
"276","43",42,"duplication",0.0170109356014581,"C"
"277","44",30,"duplication",0.0121506682867558,"C"
"278","45",236,"duplication",0.0955852571891454,"C"
"279","46",33,"duplication",0.0133657351154313,"C"
"280","47",16,"duplication",0.00648035641960308,"C"
"281","48",19,"duplication",0.00769542324827866,"C"
"282","49",279,"duplication",0.113001215066829,"C"
